k,p_k,horizon_N,defects,rho_N,wall_time_s
2709,24407,595994569,0,0.0,1.53749680519104
2710,24413,596287561,0,0.0,1.5286014080047607
2711,24419,596385241,0,0.0,1.5316061973571777
2712,24421,597264721,0,0.0,1.540374994277954
2713,24439,597460249,0,0.0,1.5285744667053223
2714,24443,598731961,0,0.0,1.4213638305664062
2715,24469,598927729,0,0.0,1.6017274856567383
2716,24473,599319361,0,0.0,1.574286937713623
2717,24481,600201001,0,0.0,1.578794002532959
2718,24499,600691081,0,0.0,1.573155164718628
2719,24509,601083289,0,0.0,1.58245849609375
2720,24517,601573729,0,0.0,1.5953199863433838
2721,24527,601868089,0,0.0,1.56770658493042
2722,24533,602555209,0,0.0,1.5717685222625732
2723,24547,602751601,0,0.0,1.562469244003296
2724,24551,603734041,0,0.0,1.564202070236206
2725,24571,604815649,0,0.0,1.575082778930664
2726,24593,605701321,0,0.0,1.448493480682373
2727,24611,606292129,0,0.0,1.6126811504364014
2728,24623,606686161,0,0.0,1.5949828624725342
2729,24631,608066281,0,0.0,1.595569133758545
2730,24659,608658241,0,0.0,1.5877435207366943
2731,24671,608954329,0,0.0,1.5901191234588623
2732,24677,609250489,0,0.0,1.5966715812683105
2733,24683,609645481,0,0.0,1.5686612129211426
2734,24691,609941809,0,0.0,1.5836224555969238
2735,24697,610534681,0,0.0,1.5712711811065674
2736,24709,611721289,0,0.0,1.5864925384521484
2737,24733,612513001,0,0.0,1.5928752422332764
2738,24749,613206169,0,0.0,1.4526216983795166
2739,24763,613404289,0,0.0,1.6324462890625
2740,24767,614097961,0,0.0,1.6024210453033447
2741,24781,614692849,0,0.0,1.6305067539215088
2742,24793,614990401,0,0.0,1.5992722511291504
2743,24799,615486481,0,0.0,1.5919904708862305
2744,24809,616082041,0,0.0,1.61124587059021
2745,24821,617075281,0,0.0,1.609431505203247
2746,24841,617373409,0,0.0,1.6394314765930176
2747,24847,617572201,0,0.0,1.609250545501709
2748,24851,617969881,0,0.0,1.5997543334960938
2749,24859,618865129,0,0.0,1.4622750282287598
2750,24877,619462321,0,0.0,1.5881516933441162
2751,24889,620358649,0,0.0,1.6246676445007324
2752,24907,620856889,0,0.0,1.5899474620819092
2753,24917,620956561,0,0.0,1.5932836532592773
2754,24919,621155929,0,0.0,1.5885672569274902
2755,24923,622153249,0,0.0,1.6061012744903564
2756,24943,622652209,0,0.0,1.6159238815307617
2757,24953,623351089,0,0.0,1.5881519317626953
2758,24967,623550841,0,0.0,1.5833544731140137
2759,24971,623850529,0,0.0,1.5849456787109375
2760,24977,623950441,0,0.0,1.4802217483520508
2761,24979,624450121,0,0.0,1.5873308181762695
2762,24989,625650169,0,0.0,1.6904878616333008
2763,25013,626550961,0,0.0,1.690570592880249
2764,25031,626651089,0,0.0,1.6648955345153809
2765,25033,626851369,0,0.0,1.6462924480438232
2766,25037,627853249,0,0.0,1.6432712078094482
2767,25057,628655329,0,0.0,1.6429998874664307
2768,25073,629357569,0,0.0,1.6419639587402344
2769,25087,629859409,0,0.0,1.5364947319030762
2770,25097,630562321,0,0.0,1.647123098373413
2771,25111,630863689,0,0.0,1.6467077732086182
2772,25117,631064641,0,0.0,1.6449077129364014
2773,25121,631366129,0,0.0,1.682936191558838
2774,25127,632371609,0,0.0,1.6978332996368408
2775,25147,632673409,0,0.0,1.682368278503418
2776,25153,633176569,0,0.0,1.5215189456939697
2777,25163,633478561,0,0.0,1.6545319557189941
2778,25169,633579241,0,0.0,1.7191505432128906
2779,25171,634183489,0,0.0,1.6625311374664307
2780,25183,634485721,0,0.0,1.6591334342956543
2781,25189,635997961,0,0.0,1.6494050025939941
2782,25219,636502441,0,0.0,1.647376537322998
2783,25229,636906169,0,0.0,1.649723768234253
2784,25237,637209049,0,0.0,1.667043924331665
2785,25243,637411009,0,0.0,1.6220834255218506
2786,25247,637714009,0,0.0,1.6323943138122559
2787,25253,638118121,0,0.0,1.5201489925384521
2788,25261,640140601,0,0.0,1.720773458480835
2789,25301,640241809,0,0.0,1.6536474227905273
2790,25303,640444249,0,0.0,1.6595079898834229
2791,25307,640545481,0,0.0,1.6581754684448242
2792,25309,641153041,0,0.0,1.6678955554962158
2793,25321,642064921,0,0.0,1.6727592945098877
2794,25339,642267649,0,0.0,1.678687334060669
2795,25343,642571801,0,0.0,1.6699347496032715
2796,25349,642977449,0,0.0,1.6805877685546875
2797,25357,643484689,0,0.0,1.689042568206787
2798,25367,643789129,0,0.0,1.6831624507904053
2799,25373,644702881,0,0.0,1.5542211532592773
2800,25391,645617281,0,0.0,1.7843868732452393
2801,25409,645718921,0,0.0,1.6782851219177246
2802,25411,646328929,0,0.0,1.6680428981781006
2803,25423,647142721,0,0.0,1.6727662086486816
2804,25439,647549809,0,0.0,1.6811943054199219
2805,25447,647855209,0,0.0,1.6779286861419678
2806,25453,648058849,0,0.0,1.6676759719848633
2807,25457,648364369,0,0.0,1.6730165481567383
2808,25463,648669961,0,0.0,1.6783747673034668
2809,25469,648771841,0,0.0,1.6911003589630127
2810,25471,651423529,0,0.0,1.6838505268096924
2811,25523,652138369,0,0.0,1.5533852577209473
2812,25537,652342681,0,0.0,1.8001842498779297
2813,25541,653364721,0,0.0,1.7165195941925049
2814,25561,654182929,0,0.0,1.6937925815582275
2815,25577,654285241,0,0.0,1.7066354751586914
2816,25579,654489889,0,0.0,1.7140872478485107
2817,25583,654796921,0,0.0,1.707834243774414
2818,25589,655411201,0,0.0,1.7019548416137695
2819,25601,655513609,0,0.0,1.7036592960357666
2820,25603,655820881,0,0.0,1.7218613624572754
2821,25609,656435641,0,0.0,1.7080323696136475
2822,25621,657050689,0,0.0,1.7098546028137207
2823,25633,657358321,0,0.0,1.5553829669952393
2824,25639,657563449,0,0.0,1.6928160190582275
2825,25643,658281649,0,0.0,1.708982229232788
2826,25657,658794889,0,0.0,1.7202012538909912
2827,25667,659102929,0,0.0,1.749626636505127
2828,25673,659411041,0,0.0,1.7536406517028809
2829,25679,660130249,0,0.0,1.7896208763122559
2830,25693,660644209,0,0.0,1.7201366424560547
2831,25703,661364089,0,0.0,1.7239954471588135
2832,25717,662187289,0,0.0,1.7395100593566895
2833,25733,662599081,0,0.0,1.7175910472869873
2834,25741,662908009,0,0.0,1.5900874137878418
2835,25747,663526081,0,0.0,1.7104735374450684
2836,25759,663732169,0,0.0,1.8288838863372803
2837,25763,664144441,0,0.0,1.7200279235839844
2838,25771,665278849,0,0.0,1.7390406131744385
2839,25793,665588401,0,0.0,1.7322371006011963
2840,25799,665691601,0,0.0,1.722640037536621
2841,25801,666620761,0,0.0,1.729736328125
2842,25819,667757281,0,0.0,1.7433292865753174
2843,25841,668067409,0,0.0,1.7347049713134766
2844,25847,668170801,0,0.0,1.7041404247283936
2845,25849,669101689,0,0.0,1.6127140522003174
2846,25867,669412129,0,0.0,1.7566843032836914
2847,25873,670240321,0,0.0,1.7300572395324707
2848,25889,670965409,0,0.0,1.7839443683624268
2849,25903,671483569,0,0.0,1.7522954940795898
2850,25913,671794561,0,0.0,1.5853118896484375
2851,25919,672416761,0,0.0,1.7535805702209473
2852,25931,672520489,0,0.0,1.7452547550201416
2853,25933,672831721,0,0.0,1.7449886798858643
2854,25939,673039249,0,0.0,1.7278649806976318
2855,25943,673454401,0,0.0,1.7384161949157715
2856,25951,674388961,0,0.0,1.7437920570373535
2857,25969,675012361,0,0.0,1.737785816192627
2858,25981,675844009,0,0.0,1.7594881057739258
2859,25997,675948001,0,0.0,1.761070728302002
2860,25999,676156009,0,0.0,1.6009726524353027
2861,26003,676884289,0,0.0,1.7436964511871338
2862,26017,677092441,0,0.0,1.7998976707458496
2863,26021,677508841,0,0.0,1.755120038986206
2864,26029,678133681,0,0.0,1.760667324066162
2865,26041,678758809,0,0.0,1.7630503177642822
2866,26053,680322889,0,0.0,1.7690508365631104
2867,26083,681157801,0,0.0,1.7756998538970947
2868,26099,681575449,0,0.0,1.7447104454040527
2869,26107,681784321,0,0.0,1.7849695682525635
2870,26111,681888769,0,0.0,1.7787117958068848
2871,26113,682202161,0,0.0,1.7549865245819092
2872,26119,683351881,0,0.0,1.621389389038086
2873,26141,683979409,0,0.0,1.7876708507537842
2874,26153,684397921,0,0.0,1.7877142429351807
2875,26161,684921241,0,0.0,1.7792603969573975
2876,26171,685235329,0,0.0,1.7922554016113281
2877,26177,685549489,0,0.0,1.7890658378601074
2878,26183,685863721,0,0.0,1.8503313064575195
2879,26189,686597209,0,0.0,1.780529499053955
2880,26203,686911681,0,0.0,1.8002231121063232
2881,26209,687855529,0,0.0,1.7873361110687256
2882,26227,688380169,0,0.0,1.8033499717712402
2883,26237,689010001,0,0.0,1.7859840393066406
2884,26249,689115001,0,0.0,1.624596118927002
2885,26251,689640121,0,0.0,1.80234956741333
2886,26261,689745169,0,0.0,1.7891628742218018
2887,26263,689955289,0,0.0,1.8843188285827637
2888,26267,691321849,0,0.0,1.8001444339752197
2889,26293,691532209,0,0.0,1.7995905876159668
2890,26297,692163481,0,0.0,1.8035783767700195
2891,26309,692584489,0,0.0,1.798548698425293
2892,26317,692795041,0,0.0,1.7870497703552246
2893,26321,693742921,0,0.0,1.7850937843322754
2894,26339,694164409,0,0.0,1.782731056213379
2895,26347,694691449,0,0.0,1.8157951831817627
2896,26357,695429641,0,0.0,1.6393036842346191
2897,26371,696273769,0,0.0,1.8083469867706299
2898,26387,696590449,0,0.0,1.7924144268035889
2899,26393,696907201,0,0.0,1.7948272228240967
2900,26399,697329649,0,0.0,1.8014941215515137
2901,26407,697857889,0,0.0,1.8279597759246826
2902,26417,698174929,0,0.0,1.7942829132080078
2903,26423,698597761,0,0.0,1.848571538925171
2904,26431,698914969,0,0.0,1.817962408065796
2905,26437,699549601,0,0.0,1.8205182552337646
2906,26449,700078681,0,0.0,1.8309707641601562
2907,26459,701137441,0,0.0,1.655839204788208
2908,26479,701667121,0,0.0,1.828937292098999
2909,26489,702091009,0,0.0,1.8467905521392822
2910,26497,702303001,0,0.0,1.8089590072631836
2911,26501,702939169,0,0.0,1.8130245208740234
2912,26513,704318521,0,0.0,1.818788766860962
2913,26539,705274249,0,0.0,1.875718116760254
2914,26557,705486721,0,0.0,1.8285937309265137
2915,26561,706124329,0,0.0,1.8441808223724365
2916,26573,707081281,0,0.0,1.8351109027862549
2917,26591,707400409,0,0.0,1.8121159076690674
2918,26597,708997129,0,0.0,1.8496880531311035
2919,26627,709316689,0,0.0,1.6799964904785156
2920,26633,709742881,0,0.0,1.9219441413879395
2921,26641,710062609,0,0.0,1.8663582801818848
2922,26647,711235561,0,0.0,1.8476080894470215
2923,26669,711875761,0,0.0,1.8562064170837402
2924,26681,711982489,0,0.0,1.706573247909546
2925,26683,712195969,0,0.0,1.846893072128296
2926,26687,712516249,0,0.0,1.8535151481628418
2927,26693,712836601,0,0.0,1.844271183013916
2928,26699,712943401,0,0.0,1.8394043445587158
2929,26701,713477521,0,0.0,1.844759464263916
2930,26711,713584369,0,0.0,1.8524589538574219
2931,26713,713798089,0,0.0,1.882645845413208
2932,26717,714118729,0,0.0,1.8497977256774902
2933,26723,714439441,0,0.0,1.8741283416748047
2934,26729,714546361,0,0.0,1.8702974319458008
2935,26731,714867169,0,0.0,1.7185378074645996
2936,26737,716044081,0,0.0,1.8692607879638672
2937,26759,717007729,0,0.0,1.8466885089874268
2938,26777,717329089,0,0.0,1.8513495922088623
2939,26783,718293601,0,0.0,1.849365234375
2940,26801,718936969,0,0.0,1.8426713943481445
2941,26813,719366041,0,0.0,1.8835680484771729
2942,26821,720009889,0,0.0,1.838097095489502
2943,26833,720331921,0,0.0,1.852428674697876
2944,26839,720868801,0,0.0,1.8782906532287598
2945,26849,721513321,0,0.0,1.8621716499328613
2946,26861,721620769,0,0.0,1.715156078338623
2947,26863,722480641,0,0.0,1.8742852210998535
2948,26879,722588161,0,0.0,2.00402569770813
2949,26881,723125881,0,0.0,1.9464967250823975
2950,26891,723233449,0,0.0,1.9052631855010986
2951,26893,723771409,0,0.0,1.8882293701171875
2952,26903,724740241,0,0.0,1.8903305530548096
2953,26921,725063329,0,0.0,1.867285966873169
2954,26927,726140809,0,0.0,1.8827650547027588
2955,26947,726356401,0,0.0,1.8429453372955322
2956,26951,726464209,0,0.0,1.8540565967559814
2957,26953,726787681,0,0.0,1.9278395175933838
2958,26959,727974361,0,0.0,1.7604286670684814
2959,26981,728298169,0,0.0,1.871460199356079
2960,26987,728622049,0,0.0,1.8905456066131592
2961,26993,729594121,0,0.0,1.9706497192382812
2962,27011,729918289,0,0.0,1.9513816833496094
2963,27017,730674961,0,0.0,1.9028074741363525
2964,27031,731323849,0,0.0,1.9071035385131836
2965,27043,732189481,0,0.0,1.8973054885864258
2966,27059,732297721,0,0.0,1.8987030982971191
2967,27061,732622489,0,0.0,1.9682059288024902
2968,27067,732947329,0,0.0,1.850114345550537
2969,27073,733163929,0,0.0,1.7427878379821777
2970,27077,733922281,0,0.0,1.927924394607544
2971,27091,734572609,0,0.0,1.905930995941162
2972,27103,734789449,0,0.0,1.8856220245361328
2973,27107,734897881,0,0.0,1.9073803424835205
2974,27109,735874129,0,0.0,1.918086290359497
2975,27127,736742449,0,0.0,1.9258320331573486
2976,27143,738698041,0,0.0,1.925257921218872
2977,27179,739350481,0,0.0,1.918431043624878
2978,27191,739676809,0,0.0,1.9536168575286865
2979,27197,740438521,0,0.0,1.9154460430145264
2980,27211,741963121,0,0.0,1.899989128112793
2981,27239,742072081,0,0.0,1.7927157878875732
2982,27241,742726009,0,0.0,1.925534963607788
2983,27253,743053081,0,0.0,1.938413143157959
2984,27259,743707441,0,0.0,1.9329502582550049
2985,27271,744034729,0,0.0,1.9393959045410156
2986,27277,744252961,0,0.0,1.947788953781128
2987,27281,744362089,0,0.0,1.9333300590515137
2988,27283,745235401,0,0.0,1.9391334056854248
2989,27299,746874241,0,0.0,2.0085365772247314
2990,27329,747311569,0,0.0,1.9462697505950928
2991,27337,748624321,0,0.0,1.9640984535217285
2992,27361,748952689,0,0.0,1.7785553932189941
2993,27367,750595609,0,0.0,1.9445886611938477
2994,27397,751143649,0,0.0,1.9436211585998535
2995,27407,751253281,0,0.0,1.9278409481048584
2996,27409,752240329,0,0.0,1.859250545501709
2997,27427,752459761,0,0.0,1.9664099216461182
2998,27431,752788969,0,0.0,1.9588894844055176
2999,27437,753447601,0,0.0,1.9458184242248535
3000,27449,753886849,0,0.0,1.9651739597320557
3001,27457,755095441,0,0.0,2.0064175128936768
3002,27479,755205361,0,0.0,1.9665749073028564
3003,27481,755535169,0,0.0,1.7981891632080078
3004,27487,756745081,0,0.0,2.072873115539551
3005,27509,757735729,0,0.0,1.9464609622955322
3006,27527,757845841,0,0.0,1.9561717510223389
3007,27529,758396521,0,0.0,1.9978456497192383
3008,27539,758506681,0,0.0,1.8168330192565918
3009,27541,759057601,0,0.0,1.9568462371826172
3010,27551,760711561,0,0.0,1.9616804122924805
3011,27581,760821889,0,0.0,1.9801771640777588
3012,27583,762367321,0,0.0,1.9664349555969238
3013,27611,762698689,0,0.0,1.9563374519348145
3014,27617,763472161,0,0.0,1.9487888813018799
3015,27631,764356609,0,0.0,1.961700201034546
3016,27647,764688409,0,0.0,1.9706392288208008
3017,27653,765794929,0,0.0,1.9962458610534668
3018,27673,766680721,0,0.0,1.9760172367095947
3019,27689,766791481,0,0.0,1.9890038967132568
3020,27691,767123809,0,0.0,1.8221526145935059
3021,27697,767345401,0,0.0,1.950310230255127
3022,27701,769119289,0,0.0,1.9504234790802002
3023,27733,769341169,0,0.0,1.9496839046478271
3024,27737,769452121,0,0.0,1.9756550788879395
3025,27739,769674049,0,0.0,1.9700253009796143
3026,27743,770007001,0,0.0,1.9702720642089844
3027,27749,770118001,0,0.0,1.972874402999878
3028,27751,770784169,0,0.0,2.00233793258667
3029,27763,771006289,0,0.0,1.9968860149383545
3030,27767,771339529,0,0.0,1.9889967441558838
3031,27773,771672841,0,0.0,2.0581116676330566
3032,27779,772339681,0,0.0,1.8656532764434814
3033,27791,772450849,0,0.0,1.9890155792236328
3034,27793,772784401,0,0.0,1.9668567180633545
3035,27799,773006809,0,0.0,1.981654405593872
3036,27803,773340481,0,0.0,1.9901061058044434
3037,27809,773785489,0,0.0,1.9575212001800537
3038,27817,774119329,0,0.0,1.9643723964691162
3039,27823,774341929,0,0.0,1.9710099697113037
3040,27827,775455409,0,0.0,1.980625867843628
3041,27847,775678201,0,0.0,2.0119845867156982
3042,27851,777461689,0,0.0,2.0316102504730225
3043,27883,778019449,0,0.0,1.9939370155334473
3044,27893,778465801,0,0.0,1.8521935939788818
3045,27901,779358889,0,0.0,2.009561777114868
3046,27917,779470561,0,0.0,2.0148115158081055
3047,27919,780699481,0,0.0,2.0190155506134033
3048,27941,780811249,0,0.0,2.0196421146392822
3049,27943,781034809,0,0.0,2.006040573120117
3050,27947,781370209,0,0.0,2.017526626586914
3051,27953,781817521,0,0.0,2.064427137374878
3052,27961,782153089,0,0.0,2.0021297931671143
3053,27967,783048289,0,0.0,2.0037248134613037
3054,27983,783832009,0,0.0,2.043625831604004
3055,27997,784056001,0,0.0,1.9093587398529053
3056,28001,785064361,0,0.0,2.0830094814300537
3057,28019,785512729,0,0.0,2.07192325592041
3058,28027,785736961,0,0.0,2.0573959350585938
3059,28031,786858601,0,0.0,2.0832343101501465
3060,28051,787195249,0,0.0,2.0817182064056396
3061,28057,787868761,0,0.0,2.0654733180999756
3062,28069,788542561,0,0.0,2.0690078735351562
3063,28081,788879569,0,0.0,2.1081466674804688
3064,28087,789441409,0,0.0,2.050142765045166
3065,28097,789553801,0,0.0,2.0277180671691895
3066,28099,790115881,0,0.0,1.9379138946533203
3067,28109,790228321,0,0.0,2.042832136154175
3068,28111,790903129,0,0.0,2.062901258468628
3069,28123,792478801,0,0.0,2.072572708129883
3070,28151,793154569,0,0.0,2.0587234497070312
3071,28163,794168761,0,0.0,2.121751070022583
3072,28181,794281489,0,0.0,2.0869059562683105
3073,28183,795296401,0,0.0,2.0764687061309814
3074,28201,795860521,0,0.0,2.0682976245880127
3075,28211,796311961,0,0.0,2.063272714614868
3076,28219,796876441,0,0.0,2.083404541015625
3077,28229,799588729,0,0.0,1.9496729373931885
3078,28277,799701841,0,0.0,2.0996510982513428
3079,28279,799928089,0,0.0,2.0832431316375732
3080,28283,800267521,0,0.0,2.0629026889801025
3081,28289,800720209,0,0.0,2.1179895401000977
3082,28297,801286249,0,0.0,2.0861918926239014
3083,28307,801399481,0,0.0,2.122236728668213
3084,28309,801965761,0,0.0,2.0879898071289062
3085,28319,803665801,0,0.0,1.9581003189086914
3086,28349,803779201,0,0.0,2.1121304035186768
3087,28351,805821769,0,0.0,2.094313383102417
3088,28387,806162449,0,0.0,2.101336717605591
3089,28393,806730409,0,0.0,2.0883030891418457
3090,28403,807071281,0,0.0,2.156151294708252
3091,28409,807184921,0,0.0,2.0870401859283447
3092,28411,808208041,0,0.0,2.0770463943481445
3093,28429,808435489,0,0.0,1.9151992797851562
3094,28433,808776721,0,0.0,2.091032028198242
3095,28439,809231809,0,0.0,2.112165689468384
3096,28447,810142369,0,0.0,2.105210781097412
3097,28463,810939529,0,0.0,2.103841781616211
3098,28477,811851049,0,0.0,2.1317648887634277
3099,28493,812193001,0,0.0,2.100409507751465
3100,28499,812991169,0,0.0,2.1161835193634033
3101,28513,813219289,0,0.0,2.172107696533203
3102,28517,814360369,0,0.0,2.1038713455200195
3103,28537,814588681,0,0.0,2.091864824295044
3104,28541,814931209,0,0.0,2.1232776641845703
3105,28547,815045401,0,0.0,1.9614338874816895
3106,28549,815616481,0,0.0,2.1114883422851562
3107,28559,816302041,0,0.0,2.0897934436798096
3108,28571,816416329,0,0.0,2.096970558166504
3109,28573,816759241,0,0.0,2.1015207767486572
3110,28579,817445281,0,0.0,2.1256163120269775
3111,28591,817788409,0,0.0,2.113497734069824
3112,28597,818131609,0,0.0,2.0958101749420166
3113,28603,818360449,0,0.0,2.102172613143921
3114,28607,819047161,0,0.0,2.099355697631836
3115,28619,819161641,0,0.0,2.1705780029296875
3116,28621,819505129,0,0.0,2.1108579635620117
3117,28627,819734161,0,0.0,1.9459235668182373
3118,28631,820421449,0,0.0,2.1737284660339355
3119,28643,820765201,0,0.0,2.1064534187316895
3120,28649,821223649,0,0.0,2.1217122077941895
3121,28657,821452921,0,0.0,2.13291335105896
3122,28661,821567569,0,0.0,2.2127788066864014
3123,28663,821911561,0,0.0,2.1718528270721436
3124,28669,822943969,0,0.0,2.1235787868499756
3125,28687,823517809,0,0.0,2.143998861312866
3126,28697,823862209,0,0.0,2.1440412998199463
3127,28703,824321521,0,0.0,2.180805206298828
3128,28711,825010729,0,0.0,2.2260935306549072
3129,28723,825355441,0,0.0,2.0544190406799316
3130,28729,826620001,0,0.0,2.1668248176574707
3131,28751,826735009,0,0.0,2.1774277687072754
3132,28753,827080081,0,0.0,2.186521053314209
3133,28759,827770441,0,0.0,2.1680102348327637
3134,28771,828806521,0,0.0,2.1856868267059326
3135,28789,829036849,0,0.0,2.1822400093078613
3136,28793,829843249,0,0.0,2.163633346557617
3137,28807,830188969,0,0.0,2.1756436824798584
3138,28813,830419489,0,0.0,2.1718931198120117
3139,28817,831572569,0,0.0,2.177774429321289
3140,28837,831918649,0,0.0,1.946333646774292
3141,28843,832841881,0,0.0,2.1764886379241943
3142,28859,833303689,0,0.0,2.2015111446380615
3143,28867,833534641,0,0.0,2.1962146759033203
3144,28871,833996641,0,0.0,2.2344112396240234
3145,28879,835267801,0,0.0,2.1841037273406982
3146,28901,835730281,0,0.0,2.1989216804504395
3147,28909,836424241,0,0.0,2.1832046508789062
3148,28921,836771329,0,0.0,2.1877410411834717
3149,28927,837118489,0,0.0,2.2124381065368652
3150,28933,838044601,0,0.0,2.1969237327575684
3151,28949,838739521,0,0.0,1.961806297302246
3152,28961,839782441,0,0.0,2.193725347518921
3153,28979,841522081,0,0.0,2.195219039916992
3154,29009,841986289,0,0.0,2.2048232555389404
3155,29017,842218441,0,0.0,2.218845844268799
3156,29021,842334529,0,0.0,2.2114083766937256
3157,29023,842566729,0,0.0,2.2198843955993652
3158,29027,842915089,0,0.0,2.205643653869629
3159,29033,844425481,0,0.0,2.2174527645111084
3160,29059,844657969,0,0.0,2.2164955139160156
3161,29063,845471929,0,0.0,2.0003249645233154
3162,29077,846868201,0,0.0,2.2284300327301025
3163,29101,848149129,0,0.0,2.2279536724090576
3164,29123,848498641,0,0.0,2.199974536895752
3165,29129,848615161,0,0.0,2.2161152362823486
3166,29131,848964769,0,0.0,1.9619784355163574
3167,29137,849547609,0,0.0,2.3045172691345215
3168,29147,849897409,0,0.0,2.290074348449707
3169,29153,850713889,0,0.0,2.283813953399658
3170,29167,851063929,0,0.0,2.2789084911346436
3171,29173,851414041,0,0.0,2.277625322341919
3172,29179,852114481,0,0.0,2.269829273223877
3173,29191,852698401,0,0.0,2.2680654525756836
3174,29201,853048849,0,0.0,2.2766058444976807
3175,29207,853165681,0,0.0,2.281756639480591
3176,29209,853866841,0,0.0,2.2797300815582275
3177,29221,854451361,0,0.0,2.251392364501953
3178,29231,855153049,0,0.0,2.0203053951263428
3179,29243,855621001,0,0.0,2.361370325088501
3180,29251,856674361,0,0.0,2.3087706565856934
3181,29269,857728369,0,0.0,2.3199596405029297
3182,29287,858314209,0,0.0,2.2714409828186035
3183,29297,858665809,0,0.0,2.2714595794677734
3184,29303,859134721,0,0.0,2.2610599994659424
3185,29311,860072929,0,0.0,2.271035671234131
3186,29327,860424889,0,0.0,2.273803949356079
3187,29333,860776921,0,0.0,2.3140792846679688
3188,29339,861246409,0,0.0,2.2668375968933105
3189,29347,862185769,0,0.0,2.274595260620117
3190,29363,863360689,0,0.0,2.0270917415618896
3191,29383,863595769,0,0.0,2.26142954826355
3192,29387,863713321,0,0.0,2.2751431465148926
3193,29389,864301201,0,0.0,2.28303599357605
3194,29399,864418801,0,0.0,2.2627370357513428
3195,29401,865006921,0,0.0,2.2868125438690186
3196,29411,865712929,0,0.0,2.2855584621429443
3197,29423,866066041,0,0.0,2.2802622318267822
3198,29429,866536969,0,0.0,2.243523120880127
3199,29437,866890249,0,0.0,2.2553224563598633
3200,29443,867479209,0,0.0,2.2710275650024414
3201,29453,868657729,0,0.0,2.2675912380218506
3202,29473,869247289,0,0.0,2.0749447345733643
3203,29483,870309001,0,0.0,2.2722907066345215
3204,29501,871843729,0,0.0,2.2909369468688965
3205,29527,872079961,0,0.0,2.2659342288970947
3206,29531,872434369,0,0.0,2.2507548332214355
3207,29537,874207489,0,0.0,2.260364532470703
3208,29567,874325761,0,0.0,2.2685365676879883
3209,29569,874562329,0,0.0,2.2604470252990723
3210,29573,875035561,0,0.0,2.2353105545043945
3211,29581,875390569,0,0.0,2.2571897506713867
3212,29587,876100801,0,0.0,2.2732930183410645
3213,29599,876811321,0,0.0,2.064195156097412
3214,29611,877877641,0,0.0,2.3041040897369385
3215,29629,878114689,0,0.0,2.2787113189697266
3216,29633,878588881,0,0.0,2.313701629638672
3217,29641,879893569,0,0.0,2.2940633296966553
3218,29663,880249561,0,0.0,2.2904694080352783
3219,29669,880368241,0,0.0,2.299715757369995
3220,29671,881080489,0,0.0,2.294248104095459
3221,29683,883100089,0,0.0,2.2639048099517822
3222,29717,883456729,0,0.0,2.256317138671875
3223,29723,884527081,0,0.0,2.2634241580963135
3224,29741,885241009,0,0.0,2.288656234741211
3225,29753,885598081,0,0.0,2.133559226989746
3226,29759,885717121,0,0.0,2.328096389770508
3227,29761,887384521,0,0.0,2.295916795730591
3228,29789,888218809,0,0.0,2.3095486164093018
3229,29803,889172761,0,0.0,2.30069899559021
3230,29819,890007889,0,0.0,2.2824289798736572
3231,29833,890246569,0,0.0,2.3021082878112793
3232,29837,891082201,0,0.0,2.292449474334717
3233,29851,891798769,0,0.0,2.3372716903686523
3234,29863,892037689,0,0.0,2.375711679458618
3235,29867,892396129,0,0.0,2.322397470474243
3236,29873,892754641,0,0.0,2.1072826385498047
3237,29879,892874161,0,0.0,2.321094036102295
3238,29881,895026889,0,0.0,2.3047866821289062
3239,29917,895266241,0,0.0,2.325216770172119
3240,29921,895625329,0,0.0,2.2717831134796143
3241,29927,896822809,0,0.0,2.2988765239715576
3242,29947,897541681,0,0.0,2.3013381958007812
3243,29959,898980289,0,0.0,2.3110427856445312
3244,29983,899340121,0,0.0,2.3149893283843994
3245,29989,900660121,0,0.0,2.165358781814575
3246,30011,900780169,0,0.0,2.3376147747039795
3247,30013,901740841,0,0.0,2.3379504680633545
3248,30029,902822209,0,0.0,2.370715618133545
3249,30047,903543481,0,0.0,2.359083890914917
3250,30059,904265041,0,0.0,2.340003252029419
3251,30071,905347921,0,0.0,2.317525625228882
3252,30089,905468281,0,0.0,2.4271554946899414
3253,30091,905829409,0,0.0,2.1589012145996094
3254,30097,906190609,0,0.0,2.3578693866729736
3255,30103,906551881,0,0.0,2.342538356781006
3256,30109,906792769,0,0.0,2.355255603790283
3257,30113,907154161,0,0.0,2.333648443222046
3258,30119,907997689,0,0.0,2.3772659301757812
3259,30133,908238769,0,0.0,2.3782126903533936
3260,30137,908359321,0,0.0,2.385892868041992
3261,30139,909685921,0,0.0,2.351924180984497
3262,30161,910168561,0,0.0,2.355255126953125
3263,30169,910892761,0,0.0,2.3423643112182617
3264,30181,911254969,0,0.0,2.1418943405151367
3265,30187,911858809,0,0.0,2.450669765472412
3266,30197,912221209,0,0.0,2.350646734237671
3267,30203,912704521,0,0.0,2.394777536392212
3268,30211,913429729,0,0.0,2.381153106689453
3269,30223,914518081,0,0.0,2.3826069831848145
3270,30241,915244009,0,0.0,2.3550808429718018
3271,30253,915607081,0,0.0,2.3331737518310547
3272,30259,916212361,0,0.0,2.34617018699646
3273,30269,916333441,0,0.0,2.3725357055664062
