k,p_k,horizon_N,defects,rho_N,wall_time_s
1941,16823,283215241,0,0.0,0.7347023487091064
1942,16829,283282561,0,0.0,0.7407643795013428
1943,16831,283686649,0,0.0,0.737257719039917
1944,16843,284630641,0,0.0,0.698613166809082
1945,16871,284900641,0,0.0,0.7318098545074463
1946,16879,285035689,0,0.0,0.7276694774627686
1947,16883,285238321,0,0.0,0.7298858165740967
1948,16889,285643801,0,0.0,0.7364792823791504
1949,16901,285711409,0,0.0,0.7285237312316895
1950,16903,286320241,0,0.0,0.7328393459320068
1951,16921,286523329,0,0.0,0.7309176921844482
1952,16927,286658761,0,0.0,0.727649450302124
1953,16931,286861969,0,0.0,0.7399332523345947
1954,16937,287065249,0,0.0,0.75547194480896
1955,16943,287743369,0,0.0,0.7616927623748779
1956,16963,288286441,0,0.0,0.6920523643493652
1957,16979,288354361,0,0.0,0.7657308578491211
1958,16981,288558169,0,0.0,0.7671923637390137
1959,16987,288762049,0,0.0,0.7620818614959717
1960,16993,289374121,0,0.0,0.7683629989624023
1961,17011,289714441,0,0.0,0.7658522129058838
1962,17021,289918729,0,0.0,0.7591664791107178
1963,17027,289986841,0,0.0,0.7627291679382324
1964,17029,290123089,0,0.0,0.7580175399780273
1965,17033,290395681,0,0.0,0.7638578414916992
1966,17041,290600209,0,0.0,0.700538158416748
1967,17047,290804809,0,0.0,0.7634787559509277
1968,17053,291623929,0,0.0,0.762606143951416
1969,17077,292170649,0,0.0,0.7611815929412842
1970,17093,292375801,0,0.0,0.7585391998291016
1971,17099,292649449,0,0.0,0.7664079666137695
1972,17107,292991689,0,0.0,0.7879507541656494
1973,17117,293197129,0,0.0,0.7096047401428223
1974,17123,293676769,0,0.0,0.7639856338500977
1975,17137,294431281,0,0.0,0.7653436660766602
1976,17159,294705889,0,0.0,0.7752432823181152
1977,17167,295255489,0,0.0,0.7704293727874756
1978,17183,295461721,0,0.0,0.7780416011810303
1979,17189,295530481,0,0.0,0.7597520351409912
1980,17191,295943209,0,0.0,0.770221471786499
1981,17203,296080849,0,0.0,0.7319014072418213
1982,17207,296149681,0,0.0,0.7797901630401611
1983,17209,296907361,0,0.0,0.7951476573944092
1984,17231,297183121,0,0.0,0.7874863147735596
1985,17239,297804049,0,0.0,0.7883436679840088
1986,17257,298978681,0,0.0,0.7867772579193115
1987,17291,299047849,0,0.0,0.7831487655639648
1988,17293,299255401,0,0.0,0.7903144359588623
1989,17299,299878489,0,0.0,0.7906806468963623
1990,17317,300017041,0,0.0,0.8100154399871826
1991,17321,300224929,0,0.0,0.7930104732513428
1992,17327,300432889,0,0.0,0.800100564956665
1993,17333,300710281,0,0.0,0.7243273258209229
1994,17341,301057201,0,0.0,0.788733959197998
1995,17351,301334881,0,0.0,0.7877852916717529
1996,17359,301960129,0,0.0,0.7936112880706787
1997,17377,302168689,0,0.0,0.7959809303283691
1998,17383,302307769,0,0.0,0.7934021949768066
1999,17387,302377321,0,0.0,0.7927582263946533
2000,17389,302516449,0,0.0,0.7930765151977539
2001,17393,302794801,0,0.0,0.799227237701416
2002,17401,303351889,0,0.0,0.8038020133972168
2003,17417,303421561,0,0.0,0.8134956359863281
2004,17419,303839761,0,0.0,0.7923755645751953
2005,17431,304258249,0,0.0,0.7314817905426025
2006,17443,304467601,0,0.0,0.8096396923065186
2007,17449,305096089,0,0.0,0.8150887489318848
2008,17467,305235841,0,0.0,0.8167598247528076
2009,17471,305445529,0,0.0,0.8170878887176514
2010,17477,305655289,0,0.0,0.8109276294708252
2011,17483,305865121,0,0.0,0.8100507259368896
2012,17489,305935081,0,0.0,0.8042483329772949
2013,17491,306145009,0,0.0,0.8130419254302979
2014,17497,306565081,0,0.0,0.8065235614776611
2015,17509,306915361,0,0.0,0.808579683303833
2016,17519,307616521,0,0.0,0.7318360805511475
2017,17539,308037601,0,0.0,0.8093371391296387
2018,17551,308669761,0,0.0,0.8258159160614014
2019,17569,308810329,0,0.0,0.8099503517150879
2020,17573,309021241,0,0.0,0.8170559406280518
2021,17579,309091561,0,0.0,0.8127193450927734
2022,17581,309654409,0,0.0,0.8164706230163574
2023,17597,309724801,0,0.0,0.812605619430542
2024,17599,310076881,0,0.0,0.8080506324768066
2025,17609,310570129,0,0.0,0.8192348480224609
2026,17623,310711129,0,0.0,0.8117823600769043
2027,17627,311769649,0,0.0,0.7772397994995117
2028,17657,311840281,0,0.0,0.8127031326293945
2029,17659,312193561,0,0.0,0.8322217464447021
2030,17669,312617761,0,0.0,0.8155562877655029
2031,17681,312688489,0,0.0,0.7466146945953369
2032,17683,313537849,0,0.0,0.8220915794372559
2033,17707,313750369,0,0.0,0.8220770359039307
2034,17713,314317441,0,0.0,0.8256566524505615
2035,17729,314601169,0,0.0,0.83589768409729
2036,17737,314956009,0,0.0,0.8254892826080322
2037,17747,315027001,0,0.0,0.8222055435180664
2038,17749,315453121,0,0.0,0.8306853771209717
2039,17761,316235089,0,0.0,0.8326854705810547
2040,17783,316448521,0,0.0,0.8252387046813965
2041,17789,316519681,0,0.0,0.8489391803741455
2042,17791,317089249,0,0.0,0.756645679473877
2043,17807,317801929,0,0.0,0.8286669254302979
2044,17827,318158569,0,0.0,0.8347373008728027
2045,17837,318229921,0,0.0,0.8308460712432861
2046,17839,318658201,0,0.0,0.8644328117370605
2047,17851,319086769,0,0.0,0.8373308181762695
2048,17863,319730161,0,0.0,0.8384213447570801
2049,17881,320087881,0,0.0,0.8410065174102783
2050,17891,320517409,0,0.0,0.8479504585266113
2051,17903,320732281,0,0.0,0.8385546207427979
2052,17909,320803921,0,0.0,0.847348690032959
2053,17911,321162241,0,0.0,0.8555703163146973
2054,17921,321233929,0,0.0,0.766883134841919
2055,17923,321449041,0,0.0,0.8509340286254883
2056,17929,321807721,0,0.0,0.839794397354126
2057,17939,322453849,0,0.0,0.853043794631958
2058,17957,322525681,0,0.0,0.8424575328826904
2059,17959,322956841,0,0.0,0.8484151363372803
2060,17971,323172529,0,0.0,0.8530900478363037
2061,17977,323316361,0,0.0,0.8446846008300781
2062,17981,323532169,0,0.0,0.8543932437896729
2063,17987,323604121,0,0.0,0.850576639175415
2064,17989,324468169,0,0.0,0.8626828193664551
2065,18013,325477681,0,0.0,0.8613929748535156
2066,18041,325549849,0,0.0,0.7775132656097412
2067,18043,325694209,0,0.0,0.8559341430664062
2068,18047,325766401,0,0.0,0.8624787330627441
2069,18049,326127481,0,0.0,0.8610775470733643
2070,18059,326199721,0,0.0,0.8541450500488281
2071,18061,326777929,0,0.0,0.8614602088928223
2072,18077,327211921,0,0.0,0.8709511756896973
2073,18089,327501409,0,0.0,0.8682875633239746
2074,18097,328298161,0,0.0,0.8710360527038574
2075,18119,328370641,0,0.0,0.869448184967041
2076,18121,328588129,0,0.0,0.7896814346313477
2077,18127,328733161,0,0.0,0.8635022640228271
2078,18131,328805689,0,0.0,0.8648416996002197
2079,18133,329168449,0,0.0,0.8685543537139893
2080,18143,329386201,0,0.0,0.8796496391296387
2081,18149,330112561,0,0.0,0.8109185695648193
2082,18169,330548761,0,0.0,0.8833155632019043
2083,18181,330912481,0,0.0,0.8774013519287109
2084,18191,331203601,0,0.0,0.883375883102417
2085,18199,331640521,0,0.0,0.8938403129577637
2086,18211,331859089,0,0.0,0.8875141143798828
2087,18217,332077729,0,0.0,0.8754093647003174
2088,18223,332296441,0,0.0,0.8823585510253906
2089,18229,332442289,0,0.0,0.8679866790771484
2090,18233,333099001,0,0.0,0.8640141487121582
2091,18251,333172009,0,0.0,0.8846786022186279
2092,18253,333318049,0,0.0,0.8012666702270508
2093,18257,333756361,0,0.0,0.8774378299713135
2094,18269,334414369,0,0.0,0.87447190284729
2095,18287,334487521,0,0.0,0.8767349720001221
2096,18289,334926601,0,0.0,0.8812620639801025
2097,18301,335146249,0,0.0,0.8855359554290771
2098,18307,335292721,0,0.0,0.8893516063690186
2099,18311,335365969,0,0.0,0.8756225109100342
2100,18313,335952241,0,0.0,0.8722882270812988
2101,18329,336392281,0,0.0,0.8819479942321777
2102,18341,336832609,0,0.0,0.8775491714477539
2103,18353,337346689,0,0.0,0.8846302032470703
2104,18367,337493641,0,0.0,0.8179152011871338
2105,18371,337787641,0,0.0,0.8817083835601807
2106,18379,338449609,0,0.0,0.8914403915405273
2107,18397,338596801,0,0.0,0.9400491714477539
2108,18401,339038569,0,0.0,0.9000141620635986
2109,18413,339554329,0,0.0,0.8969504833221436
2110,18427,339775489,0,0.0,0.912045955657959
2111,18433,339996721,0,0.0,0.9008984565734863
2112,18439,340144249,0,0.0,0.8955857753753662
2113,18443,340439401,0,0.0,0.8952159881591797
2114,18451,340660849,0,0.0,0.907336950302124
2115,18457,340808521,0,0.0,0.8442022800445557
2116,18461,341547361,0,0.0,0.9032061100006104
2117,18481,341991049,0,0.0,0.9309070110321045
2118,18493,342361009,0,0.0,0.913313627243042
2119,18503,342879289,0,0.0,0.9160969257354736
2120,18517,343027441,0,0.0,0.9188683032989502
2121,18521,343101529,0,0.0,0.9130518436431885
2122,18523,343694521,0,0.0,0.9064526557922363
2123,18539,343768681,0,0.0,0.8995673656463623
2124,18541,344213809,0,0.0,0.9019176959991455
2125,18553,345327889,0,0.0,0.9107511043548584
2126,18583,345476569,0,0.0,0.912684440612793
2127,18587,345699649,0,0.0,0.8181591033935547
2128,18593,346592689,0,0.0,0.9106824398040771
2129,18617,347337769,0,0.0,0.9336278438568115
2130,18637,348232921,0,0.0,0.9052512645721436
2131,18661,348606241,0,0.0,0.9135980606079102
2132,18671,348905041,0,0.0,0.9105103015899658
2133,18679,349353481,0,0.0,0.9142072200775146
2134,18691,349727401,0,0.0,0.9165787696838379
2135,18701,350176369,0,0.0,0.9103102684020996
2136,18713,350400961,0,0.0,0.9129211902618408
2137,18719,350850361,0,0.0,0.8491377830505371
2138,18731,351300049,0,0.0,0.9122664928436279
2139,18743,351525001,0,0.0,0.9130430221557617
2140,18749,351825049,0,0.0,0.9327421188354492
2141,18757,352425529,0,0.0,0.9303216934204102
2142,18773,352951369,0,0.0,0.8623204231262207
2143,18787,353176849,0,0.0,0.9219846725463867
2144,18793,353327209,0,0.0,0.9483249187469482
2145,18797,353552809,0,0.0,0.9761557579040527
2146,18803,354907921,0,0.0,0.9350278377532959
2147,18839,355661881,0,0.0,0.934607744216919
2148,18859,356039161,0,0.0,0.9284048080444336
2149,18869,357172201,0,0.0,0.9404139518737793
2150,18899,357625921,0,0.0,0.9482040405273438
2151,18911,357701569,0,0.0,0.9349894523620605
2152,18913,357852889,0,0.0,0.9382622241973877
2153,18917,357928561,0,0.0,0.9270942211151123
2154,18919,358988809,0,0.0,0.8692951202392578
2155,18947,359443681,0,0.0,0.946906566619873
2156,18959,359974729,0,0.0,0.950322151184082
2157,18973,360202441,0,0.0,0.9417707920074463
2158,18979,361038001,0,0.0,0.9517166614532471
2159,19001,361342081,0,0.0,0.9506549835205078
2160,19009,361494169,0,0.0,0.9387912750244141
2161,19013,362178961,0,0.0,0.9421079158782959
2162,19031,362407369,0,0.0,0.9420499801635742
2163,19037,362940601,0,0.0,0.9424006938934326
2164,19051,363626761,0,0.0,0.9536399841308594
2165,19069,363779329,0,0.0,0.8861536979675293
2166,19073,364008241,0,0.0,0.9504354000091553
2167,19079,364084561,0,0.0,0.9563558101654053
2168,19081,364313569,0,0.0,0.956153154373169
2169,19087,365612641,0,0.0,0.9624333381652832
2170,19121,366301321,0,0.0,0.9561223983764648
2171,19139,366377881,0,0.0,0.9671754837036133
2172,19141,366990649,0,0.0,0.9579789638519287
2173,19157,367220569,0,0.0,0.9663293361663818
2174,19163,367910761,0,0.0,0.9731409549713135
2175,19181,367987489,0,0.0,0.9714725017547607
2176,19183,368908849,0,0.0,0.9817919731140137
2177,19207,369062521,0,0.0,0.8901247978210449
2178,19211,369139369,0,0.0,0.960151195526123
2179,19213,369369961,0,0.0,0.9520645141601562
2180,19219,369831361,0,0.0,0.9565231800079346
2181,19231,370062169,0,0.0,0.9546186923980713
2182,19237,370524001,0,0.0,0.9653210639953613
2183,19249,370909081,0,0.0,0.9575908184051514
2184,19259,371217289,0,0.0,0.9610047340393066
2185,19267,371448529,0,0.0,0.9706428050994873
2186,19273,372065521,0,0.0,0.9670741558074951
2187,19289,372528601,0,0.0,0.9672229290008545
2188,19301,372837481,0,0.0,0.8932938575744629
2189,19309,373223761,0,0.0,0.9810402393341064
2190,19319,373764889,0,0.0,0.9654073715209961
2191,19333,375313129,0,0.0,0.99208664894104
2192,19373,375545641,0,0.0,0.9610164165496826
2193,19379,375623161,0,0.0,0.9588987827301025
2194,19381,375855769,0,0.0,0.9587006568908691
2195,19387,376010881,0,0.0,0.9623417854309082
2196,19391,376476409,0,0.0,0.9626498222351074
2197,19403,377019889,0,0.0,0.9834682941436768
2198,19417,377175241,0,0.0,0.9141111373901367
2199,19421,377252929,0,0.0,0.9684033393859863
2200,19423,377408329,0,0.0,0.9733505249023438
2201,19427,377486041,0,0.0,0.9906105995178223
2202,19429,377641489,0,0.0,1.0131075382232666
2203,19433,377952481,0,0.0,0.9136395454406738
2204,19441,378185809,0,0.0,0.9854841232299805
2205,19447,378574849,0,0.0,1.0013251304626465
2206,19457,378808369,0,0.0,0.9915077686309814
2207,19463,379041961,0,0.0,0.9782249927520752
2208,19469,379119841,0,0.0,0.9832980632781982
2209,19471,379353529,0,0.0,0.9847562313079834
2210,19477,379587289,0,0.0,0.9867715835571289
2211,19483,379821121,0,0.0,1.04966139793396
2212,19489,380289001,0,0.0,0.9873790740966797
2213,19501,380523049,0,0.0,0.992131233215332
2214,19507,381459961,0,0.0,1.003819465637207
2215,19531,381850681,0,0.0,0.9250781536102295
2216,19541,381928849,0,0.0,1.0119690895080566
2217,19543,382319809,0,0.0,1.0075395107269287
2218,19553,382554481,0,0.0,1.0098896026611328
2219,19559,383024041,0,0.0,1.0060296058654785
2220,19571,383258929,0,0.0,0.9372940063476562
2221,19577,383493889,0,0.0,1.007988691329956
2222,19583,384042409,0,0.0,0.9990415573120117
2223,19597,384277609,0,0.0,1.001046895980835
2224,19603,384512881,0,0.0,0.9970564842224121
2225,19609,386554921,0,0.0,1.012084722518921
2226,19661,387341761,0,0.0,1.0186288356781006
2227,19681,387577969,0,0.0,0.9263851642608643
2228,19687,387971809,0,0.0,1.0232062339782715
2229,19697,388050601,0,0.0,1.0430428981781006
2230,19699,388444681,0,0.0,1.020552158355713
2231,19709,388760089,0,0.0,1.01912260055542
2232,19717,389154529,0,0.0,1.0318894386291504
2233,19727,389628121,0,0.0,1.0223677158355713
2234,19739,390102001,0,0.0,1.0177555084228516
2235,19751,390181009,0,0.0,1.0193700790405273
2236,19753,390418081,0,0.0,1.0232717990875244
2237,19759,390576169,0,0.0,1.0407516956329346
2238,19763,391129729,0,0.0,0.9301624298095703
2239,19777,391762849,0,0.0,1.0302603244781494
2240,19793,392079601,0,0.0,1.067265272140503
2241,19801,392554969,0,0.0,1.0365650653839111
2242,19813,392792761,0,0.0,1.044032096862793
2243,19819,393665281,0,0.0,1.0376050472259521
2244,19841,393744649,0,0.0,1.0370969772338867
2245,19843,394141609,0,0.0,1.0307378768920898
2246,19853,394459321,0,0.0,1.0272469520568848
2247,19861,394697689,0,0.0,1.0237956047058105
2248,19867,395572321,0,0.0,1.0284533500671387
2249,19889,395651881,0,0.0,0.9487051963806152
2250,19891,396527569,0,0.0,1.0392513275146484
2251,19913,396766561,0,0.0,1.0431725978851318
2252,19919,397085329,0,0.0,1.0694632530212402
2253,19927,397483969,0,0.0,1.0413718223571777
2254,19937,397962601,0,0.0,1.040825605392456
2255,19949,398441521,0,0.0,1.0430717468261719
2256,19961,398521369,0,0.0,1.0467026233673096
2257,19963,398920729,0,0.0,1.0461366176605225
2258,19973,399160441,0,0.0,1.0392448902130127
2259,19979,399640081,0,0.0,1.0429775714874268
2260,19991,399720049,0,0.0,1.0629117488861084
2261,19993,399880009,0,0.0,0.9594225883483887
2262,19997,400440121,0,0.0,1.050727367401123
2263,20011,400840441,0,0.0,1.0495736598968506
2264,20021,400920529,0,0.0,1.063581943511963
2265,20023,401160841,0,0.0,0.957751989364624
2266,20029,401882209,0,0.0,1.0509560108184814
2267,20047,402042601,0,0.0,1.0690581798553467
2268,20051,402523969,0,0.0,1.0518689155578613
2269,20063,402845041,0,0.0,1.0498318672180176
2270,20071,403567921,0,0.0,1.0509026050567627
2271,20089,404050201,0,0.0,1.0488510131835938
2272,20101,404291449,0,0.0,1.0512475967407227
2273,20107,404532769,0,0.0,1.053469181060791
2274,20113,404693689,0,0.0,1.0618767738342285
2275,20117,404935129,0,0.0,1.067711353302002
2276,20123,405176641,0,0.0,0.9628384113311768
2277,20129,405740449,0,0.0,1.0784337520599365
2278,20143,405901609,0,0.0,1.08132004737854
2279,20147,405982201,0,0.0,1.0937421321868896
2280,20149,406465921,0,0.0,1.0638906955718994
2281,20161,406949929,0,0.0,1.0751850605010986
2282,20173,407111329,0,0.0,1.0708465576171875
2283,20177,407353489,0,0.0,1.075634479522705
2284,20183,408080401,0,0.0,1.0713512897491455
2285,20201,408807961,0,0.0,1.0871360301971436
2286,20219,409293361,0,0.0,1.074908971786499
2287,20231,409374289,0,0.0,1.078120470046997
2288,20233,410022001,0,0.0,0.976672887802124
2289,20249,410508121,0,0.0,1.1251907348632812
2290,20261,410832361,0,0.0,1.0784368515014648
2291,20269,411562369,0,0.0,1.0677576065063477
2292,20287,411968209,0,0.0,1.1508769989013672
2293,20297,413024329,0,0.0,1.0764079093933105
2294,20323,413186929,0,0.0,1.0685172080993652
2295,20327,413430889,0,0.0,1.076791763305664
2296,20333,413756281,0,0.0,1.0767431259155273
2297,20341,414000409,0,0.0,1.0623693466186523
2298,20347,414244609,0,0.0,1.090550184249878
2299,20353,414407449,0,0.0,1.089024305343628
2300,20357,414488881,0,0.0,1.020226001739502
2301,20359,414896161,0,0.0,1.1411395072937012
2302,20369,415711321,0,0.0,1.0884673595428467
2303,20389,415874449,0,0.0,1.0861608982086182
2304,20393,416119201,0,0.0,1.0895020961761475
2305,20399,416445649,0,0.0,1.085724115371704
2306,20407,416608921,0,0.0,1.083150863647461
2307,20411,417425761,0,0.0,1.0802443027496338
2308,20431,417834481,0,0.0,1.0881247520446777
2309,20441,417916249,0,0.0,1.0825400352478027
2310,20443,419307529,0,0.0,1.0957646369934082
2311,20477,419389441,0,0.0,1.0252165794372559
2312,20479,419553289,0,0.0,1.1104981899261475
2313,20483,420537049,0,0.0,1.1830971240997314
2314,20507,420619081,0,0.0,1.089306354522705
2315,20509,421111441,0,0.0,1.11838960647583
2316,20521,421604089,0,0.0,1.096714735031128
2317,20533,422014849,0,0.0,1.0931012630462646
2318,20543,422261401,0,0.0,1.0907328128814697
2319,20549,422343601,0,0.0,1.0915391445159912
2320,20551,422836969,0,0.0,1.101334810256958
2321,20563,424071649,0,0.0,1.1117305755615234
2322,20593,424318801,0,0.0,1.0176165103912354
2323,20599,424813321,0,0.0,1.0973916053771973
2324,20611,425473129,0,0.0,1.1170778274536133
2325,20627,425968321,0,0.0,1.0314102172851562
2326,20639,426050881,0,0.0,1.120483160018921
2327,20641,426959569,0,0.0,1.115891933441162
2328,20663,427703761,0,0.0,1.119164228439331
2329,20681,428200249,0,0.0,1.1145062446594238
2330,20693,428779849,0,0.0,1.1207566261291504
2331,20707,429194089,0,0.0,1.115220308303833
2332,20717,429276961,0,0.0,1.1157562732696533
2333,20719,429774361,0,0.0,1.1204955577850342
2334,20731,430272049,0,0.0,1.1222906112670898
2335,20743,430438009,0,0.0,1.1110730171203613
2336,20747,430521001,0,0.0,1.1127259731292725
2337,20749,430687009,0,0.0,1.0187106132507324
2338,20753,430936081,0,0.0,1.1092100143432617
