k,p_k,N,mean_depth,median_depth,p95_depth,max_depth
602,4423,19722481,1.9362214589645927,1,7,181
603,4441,19775809,1.9362317332368923,1,7,181
604,4447,19811401,1.9362376207638026,1,7,181
605,4451,19864849,1.9362488955364774,1,7,181
606,4457,19918369,1.9362607920488264,1,7,181
607,4463,20079361,1.9362911965321603,1,7,181
608,4481,20097289,1.9362949369089004,1,7,181
609,4483,20187049,1.936313323275399,1,7,181
610,4493,20313049,1.9363419020129329,1,7,181
611,4507,20367169,1.936352663266685,1,7,181
612,4513,20403289,1.9363603062408372,1,7,181
613,4517,20421361,1.9363656485170428,1,7,181
614,4519,20457529,1.9363735931340287,1,7,181
615,4523,20675209,1.9364166009841353,1,7,181
616,4547,20693401,1.9364184715899755,1,7,181
617,4549,20802721,1.9364396578908911,1,7,181
618,4561,20857489,1.9364524625400719,1,7,211
619,4567,21003889,1.9364808077437854,1,7,211
620,4583,21077281,1.936493940394586,1,7,211
621,4591,21132409,1.9365059580526744,1,7,211
622,4597,21187609,1.9365178929117435,1,7,211
623,4603,21353641,1.9365494594832544,1,7,211
624,4621,21501769,1.936575401613486,1,7,211
625,4637,21520321,1.936581008089099,1,7,211
626,4639,21557449,1.9365887372197303,1,7,211
627,4643,21613201,1.9365974034386393,1,7,211
628,4649,21631801,1.9366014386227683,1,7,211
629,4651,21687649,1.9366129512983612,1,7,211
630,4657,21743569,1.9366219472351547,1,7,211
631,4663,21836929,1.9366392104237373,1,7,211
632,4673,21893041,1.9366490446278817,1,7,211
633,4679,22005481,1.9366683662433175,1,7,211
634,4691,22118209,1.9366908928607598,1,7,211
635,4703,22287841,1.9367264840379328,1,7,211
636,4721,22306729,1.9367291787482235,1,7,211
637,4723,22363441,1.9367404567454738,1,7,211
638,4729,22401289,1.9367475209461171,1,7,211
639,4733,22572001,1.9367773347510189,1,7,211
640,4751,22648081,1.9367921254252016,1,7,211
641,4759,22877089,1.9368314708585288,1,7,211
642,4783,22915369,1.9368376715573583,1,7,211
643,4787,22934521,1.9368411024080732,1,7,211
644,4789,22972849,1.93684827410167,1,7,211
645,4793,23030401,1.9368567198138114,1,7,211
646,4799,23049601,1.9368602925864222,1,7,211
647,4801,23164969,1.9368811560628965,1,7,211
648,4813,23203489,1.9368885833026483,1,7,211
649,4817,23338561,1.936911189036513,1,7,211
650,4831,23629321,1.9369617068963474,1,7,211
651,4861,23726641,1.936979445888672,1,7,211
652,4871,23785129,1.9369892396627002,1,7,211
653,4877,23902321,1.9370107169513253,1,7,211
654,4889,24039409,1.9370324344093666,1,7,211
655,4903,24098281,1.9370432661584147,1,7,211
656,4909,24196561,1.9370584083026678,1,7,211
657,4919,24314761,1.93707591602796,1,7,211
658,4931,24334489,1.9370796706304239,1,7,211
659,4933,24373969,1.9370860747827354,1,7,211
660,4937,24433249,1.93709505997729,1,7,211
661,4943,24512401,1.9371091366002513,1,7,211
662,4951,24571849,1.9371190966182112,1,7,211
663,4957,24671089,1.9371356869222793,1,7,211
664,4967,24690961,1.9371369926483215,1,7,211
665,4969,24730729,1.9371426510372036,1,7,211
666,4973,24870169,1.9371672117373715,1,7,211
667,4987,24930049,1.9371780591838412,1,7,211
668,4993,24990001,1.9371873949579832,1,7,211
669,4999,25030009,1.9371937476008798,1,7,211
670,5003,25090081,1.93720318946771,1,7,211
671,5009,25110121,1.9372059950330782,1,7,211
672,5011,25210441,1.9372245387228466,1,7,211
673,5021,25230529,1.9372286224053654,1,7,211
674,5023,25391521,1.9372552726264516,1,7,211
675,5039,25512601,1.9372753854957943,1,7,211
676,5051,25593481,1.9372868793145754,1,7,211
677,5059,25775929,1.9373151569945415,1,7,211
678,5077,25816561,1.9373202704000843,1,7,211
679,5081,25877569,1.9373300844963484,1,7,211
680,5087,25999801,1.9373481334471803,1,7,211
681,5099,26020201,1.9373519419527905,1,7,211
682,5101,26081449,1.9373616832930443,1,7,211
683,5107,26142769,1.9373700596662145,1,7,211
684,5113,26204161,1.9373810112592809,1,7,211
685,5119,26491609,1.9374230511035797,1,7,211
686,5147,26553409,1.9374310822927137,1,7,211
687,5153,26697889,1.9374525805187286,1,7,211
688,5167,26739241,1.9374593668331634,1,7,211
689,5171,26822041,1.9374728022178775,1,7,211
690,5179,26925721,1.937487316959398,1,7,211
691,5189,27008809,1.9374984634642152,1,7,211
692,5197,27133681,1.937515921172506,1,7,211
693,5209,27321529,1.9375458429704224,1,7,211
694,5227,27363361,1.9375517480309437,1,7,211
695,5231,27384289,1.9375554332469773,1,7,211
696,5233,27426169,1.9375609454445113,1,7,211
697,5237,27678121,1.9375959783395693,1,7,211
698,5261,27804529,1.9376141900340837,1,7,211
699,5273,27867841,1.9376249110085317,1,7,211
700,5279,27888961,1.937627290512088,1,7,211
701,5281,28058209,1.9376502947016432,1,7,211
702,5297,28121809,1.9376594847671245,1,7,211
703,5303,28185481,1.9376684023121125,1,7,211
704,5309,28334329,1.937686575803033,1,7,211
705,5323,28440889,1.937703492239764,1,7,211
706,5333,28590409,1.937722819485472,1,7,211
707,5347,28633201,1.9377285458837992,1,7,211
708,5351,28955161,1.9377744070486917,1,7,211
709,5381,29019769,1.9377839271492454,1,7,211
710,5387,29084449,1.9377928025314421,1,7,211
711,5393,29149201,1.937802306752844,1,7,211
712,5399,29235649,1.9378157788737913,1,7,211
713,5407,29300569,1.9378225705385643,1,7,211
714,5413,29343889,1.9378283136849486,1,7,211
715,5417,29365561,1.937829757035112,1,7,211
716,5419,29495761,1.9378495078614688,1,7,211
717,5431,29560969,1.937858496379415,1,7,211
718,5437,29604481,1.9378641678556758,1,7,211
719,5441,29626249,1.9378666849747561,1,7,211
720,5443,29691601,1.9378752239690686,1,7,211
721,5449,29931841,1.9379060224830815,1,7,211
722,5471,29997529,1.9379124506526004,1,7,211
723,5477,30019441,1.9379144314484213,1,7,211
724,5479,30063289,1.9379199640438531,1,7,211
725,5483,30261001,1.9379445821354218,1,7,211
726,5501,30283009,1.9379470163598016,1,7,211
727,5503,30327049,1.9379523849469291,1,7,211
728,5507,30459361,1.9379711852120334,1,7,211
729,5519,30481441,1.9379740589683427,1,7,211
730,5521,30547729,1.9379815742761621,1,7,211
731,5527,30591961,1.937987170485317,1,7,211
732,5531,30880249,1.9380210288466595,1,7,211
733,5557,30946969,1.938029664166131,1,7,211
734,5563,31013761,1.9380397604160218,1,7,211
735,5569,31058329,1.9380468581566914,1,7,211
736,5573,31147561,1.938057780448934,1,7,211
737,5581,31259281,1.9380738136003133,1,7,211
738,5591,31618129,1.9381187905874757,1,7,211
739,5623,31798321,1.938142140842661,1,7,211
740,5639,31820881,1.9381438539726117,1,7,211
741,5641,31888609,1.9381509534690258,1,7,211
742,5647,31933801,1.9381575008298417,1,7,211
743,5651,31956409,1.9381600084715405,1,7,211
744,5653,32001649,1.93816480951231,1,7,211
745,5657,32024281,1.9381685396205628,1,7,211
746,5659,32137561,1.9381819590535188,1,7,211
747,5669,32296489,1.9382011753104549,1,7,211
748,5683,32364721,1.9382088273898246,1,7,211
749,5689,32410249,1.9382146042202455,1,7,211
750,5693,32501401,1.93822487646686,1,7,211
751,5701,32615521,1.9382372870339029,1,7,211
752,5711,32684089,1.9382464029591402,1,7,211
753,5717,32913169,1.9382742797654726,1,7,211
754,5737,32959081,1.9382782529123992,1,7,211
755,5741,32982049,1.9382808187047693,1,7,211
756,5743,33051001,1.938289915585005,1,7,211
757,5749,33396841,1.9383279974991645,1,7,211
758,5779,33443089,1.9383334158615975,1,7,211
759,5783,33535681,1.9383455471903357,1,7,211
760,5791,33651601,1.9383589190409967,1,7,211
761,5801,33721249,1.938366931140864,1,7,211
762,5807,33790969,1.9383738873654048,1,7,211
763,5813,33884041,1.9383833214693407,1,7,211
764,5821,33953929,1.9383931956267328,1,7,211
765,5827,34093921,1.9384106609037624,1,7,211
766,5839,34140649,1.938416312426173,1,7,211
767,5843,34210801,1.9384257018251547,1,7,211
768,5849,34234201,1.938428939481571,1,7,211
769,5851,34304449,1.9384369921941318,1,7,211
770,5857,34351321,1.9384439957474706,1,7,211
771,5861,34421689,1.9384524663636484,1,7,211
772,5867,34445161,1.938455620470336,1,7,211
773,5869,34562641,1.9384671425562399,1,7,211
774,5879,34586161,1.9384696653227764,1,7,211
775,5881,34774609,1.9384934260078504,1,7,211
776,5897,34845409,1.938501796276858,1,7,211
777,5903,35081929,1.93852732381185,1,7,211
778,5923,35129329,1.9385322144505583,1,7,211
779,5927,35271721,1.9385467734490975,1,7,211
780,5939,35438209,1.9385646983052867,1,7,211
781,5953,35772361,1.9386008079981305,1,7,211
782,5981,35844169,1.9386081161097113,1,7,211
783,5987,36084049,1.9386345733715906,1,7,211
784,6007,36132121,1.938638917395381,1,7,211
785,6011,36348841,1.9386605459761577,1,7,211
786,6029,36445369,1.9386722065750577,1,7,211
787,6037,36517849,1.9386786702217502,1,7,211
788,6043,36566209,1.9386847003659773,1,7,211
789,6047,36638809,1.9386922740499637,1,7,211
790,6053,36808489,1.9387103050796328,1,7,211
791,6067,36881329,1.9387184485330897,1,7,211
792,6073,36954241,1.9387278969882753,1,7,211
793,6079,37075921,1.9387395376837582,1,7,211
794,6089,37100281,1.9387415404951123,1,7,211
795,6091,37222201,1.9387525723895955,1,7,211
796,6101,37368769,1.9387686262495996,1,7,211
797,6113,37466641,1.9387792980635574,1,7,211
798,6121,37589161,1.9387911834156444,1,7,211
799,6131,37613689,1.9387932127261756,1,7,211
800,6133,37736449,1.9388050247866466,1,7,211
801,6143,37834801,1.9388159049340818,1,7,211
802,6151,37982569,1.9388315450392928,1,7,211
803,6163,38105929,1.9388427700802877,1,7,211
804,6173,38402809,1.9388702774026316,1,7,211
805,6197,38427601,1.93887247707377,1,7,211
806,6199,38477209,1.9388773998362876,1,7,211
807,6203,38576521,1.93888808529126,1,7,211
808,6211,38651089,1.9388956916296898,1,7,211
809,6217,38700841,1.9389005509957924,1,7,211
810,6221,38800441,1.9389081154749792,1,7,211
811,6229,39025009,1.938929775491654,1,7,211
812,6247,39150049,1.938941632970667,1,7,211
813,6257,39225169,1.9389490696381466,1,7,211
814,6263,39300361,1.938954655886104,1,7,211
815,6269,39325441,1.938956232911825,1,7,211
816,6271,39400729,1.9389640973131257,1,7,211
817,6277,39526369,1.9389745852692561,1,7,211
818,6287,39677401,1.9389878621079002,1,7,211
819,6299,39702601,1.9389900409544967,1,7,211
820,6301,39828721,1.9390032368602355,1,7,211
821,6311,39904489,1.9390109954549473,1,7,211
822,6317,39980329,1.9390190845857993,1,7,211
823,6323,40056241,1.939027102893332,1,7,211
824,6329,40157569,1.939035800175947,1,7,211
825,6337,40233649,1.939043931586815,1,7,211
826,6343,40360609,1.9390534453792172,1,7,211
827,6353,40436881,1.9390610254797107,1,7,211
828,6359,40462321,1.939063850021452,1,7,211
829,6361,40538689,1.939070302423206,1,7,211
830,6367,40615129,1.9390793006980058,1,7,211
831,6373,40691641,1.9390869475892345,1,7,211
832,6379,40819321,1.9390961436888219,1,7,211
833,6389,40921609,1.9391068405718563,1,7,211
834,6397,41229241,1.9391341193774128,1,7,211
835,6421,41306329,1.93914264177634,1,7,211
836,6427,41589601,1.9391694558254948,1,7,211
837,6449,41615401,1.9391727341320761,1,7,211
838,6451,41847961,1.9391918267939465,1,7,211
839,6469,41899729,1.9391966458588943,1,7,211
840,6473,42003361,1.9392085061766486,1,7,211
841,6481,42133081,1.9392205839212324,1,7,211
842,6491,42523441,1.9392520689765456,1,7,211
843,6521,42627841,1.9392622990045942,1,7,211
844,6529,42863209,1.9392825194045205,1,7,211
845,6547,42915601,1.939288906598067,1,7,211
846,6551,42941809,1.9392907722935186,1,7,211
847,6553,43072969,1.939303904017016,1,7,211
848,6563,43151761,1.9393101695040944,1,7,211
849,6569,43178041,1.939312043807454,1,7,211
850,6571,43256929,1.939319199920993,1,7,211
851,6577,43309561,1.9393238582890244,1,7,211
852,6581,43546801,1.9393428908668375,1,7,211
853,6599,43652449,1.9393526108776304,1,7,211
854,6607,43811161,1.9393678231756475,1,7,211
855,6619,44049769,1.939386809029278,1,7,211
856,6637,44262409,1.939406459766039,1,7,211
857,6653,44342281,1.9394122043341029,1,7,211
858,6659,44368921,1.9394146848740064,1,7,211
859,6661,44528929,1.939428229666791,1,7,211
860,6673,44609041,1.9394339129467928,1,7,211
861,6679,44742721,1.9394446739044922,1,7,211
862,6689,44769481,1.9394459350432482,1,7,211
863,6691,44903401,1.9394583929056597,1,7,211
864,6701,44930209,1.9394607075934303,1,7,211
865,6703,45010681,1.9394672775439075,1,7,211
866,6709,45144961,1.9394775407930365,1,7,211
867,6719,45333289,1.9394913733149026,1,7,211
868,6733,45387169,1.9394956080978658,1,7,211
869,6737,45711121,1.9395207336858078,1,7,211
870,6761,45738169,1.9395233538868457,1,7,211
871,6763,45954841,1.939539817786331,1,7,211
872,6779,45981961,1.939543268707989,1,7,211
873,6781,46117681,1.9395541362878619,1,7,211
874,6791,46144849,1.9395567843240051,1,7,211
875,6793,46280809,1.9395679306203988,1,7,211
876,6803,46553329,1.9395899257728684,1,7,211
877,6823,46607929,1.9395937746900056,1,7,211
878,6827,46635241,1.9395957220333808,1,7,211
879,6829,46689889,1.9396000264554072,1,7,211
880,6833,46799281,1.93960838713758,1,7,211
881,6841,47018449,1.9396256762877413,1,7,211
882,6857,47100769,1.9396339142495511,1,7,211
883,6863,47183161,1.9396393119918207,1,7,211
884,6869,47210641,1.9396406826935624,1,7,211
885,6871,47375689,1.9396541745209062,1,7,221
886,6883,47596201,1.9396716544598098,1,7,221
887,6899,47706649,1.9396810691876738,1,7,221
888,6907,47761921,1.939686113958568,1,7,221
889,6911,47844889,1.9396921359707227,1,7,221
890,6917,48260809,1.939726330317553,1,7,221
891,6947,48288601,1.9397280310466654,1,7,221
892,6949,48427681,1.9397386164276298,1,7,221
893,6959,48455521,1.9397412100829792,1,7,221
894,6961,48539089,1.9397466841569004,1,7,221
895,6967,48594841,1.9397510517577587,1,7,221
896,6971,48678529,1.9397583262994313,1,7,221
897,6977,48762289,1.9397657468410834,1,7,221
898,6983,48874081,1.9397732294909695,1,7,221
899,6991,48958009,1.9397796372760918,1,7,221
900,6997,49014001,1.9397841637083282,1,7,221
901,7001,49182169,1.9397970622197866,1,7,221
902,7013,49266361,1.939802128673602,1,7,221
903,7019,49378729,1.9398107824891722,1,7,221
904,7027,49547521,1.939821811465034,1,7,221
905,7039,49603849,1.9398251321147504,1,7,221
906,7043,49801249,1.93984000159996,1,7,221
907,7057,49970761,1.939851985441086,1,7,221
908,7069,50112241,1.939863075368413,1,7,221
909,7079,50452609,1.939888181796271,1,7,221
910,7103,50537881,1.9398937391121274,1,7,221
911,7109,50708641,1.9399060199603066,1,7,221
912,7121,50794129,1.9399115189062799,1,7,221
913,7127,50822641,1.9399136093677936,1,7,221
914,7129,51136801,1.9399373249792713,1,7,221
915,7151,51251281,1.9399459876904537,1,7,221
916,7159,51509329,1.9399639226510585,1,7,221
917,7177,51652969,1.9399737494271385,1,7,221
918,7187,51739249,1.9399804573889439,1,7,221
919,7193,51940849,1.9399931822445409,1,7,221
920,7207,51998521,1.9399971383800925,1,7,221
921,7211,52027369,1.9399996555658936,1,7,221
922,7213,52113961,1.9400054419199768,1,7,221
923,7219,52258441,1.9400162921051605,1,7,221
924,7229,52374169,1.9400243837763684,1,7,221
925,7237,52461049,1.940030458407922,1,7,221
926,7243,52519009,1.940035082155398,1,7,221
927,7247,52606009,1.9400414682672746,1,7,221
928,7253,53042089,1.9400708169708554,1,7,221
929,7283,53246209,1.9400848976888645,1,7,221
930,7297,53392249,1.9400944309368655,1,7,221
931,7307,53421481,1.9400963994258489,1,7,221
932,7309,53597041,1.9401099202493273,1,7,221
933,7321,53743561,1.9401194859439903,1,7,221
934,7331,53772889,1.9401216836261426,1,7,221
935,7333,54007801,1.9401373505308492,1,7,221
936,7349,54037201,1.9401397740815587,1,7,221
937,7351,54302161,1.9401582736303675,1,7,221
938,7369,54656449,1.9401816232185451,1,7,221
939,7393,54922921,1.9402018137418768,1,7,221
940,7411,55011889,1.9402068149342557,1,7,221
941,7417,55249489,1.9402212378873085,1,7,221
942,7433,55517401,1.9402397086318883,1,7,221
943,7451,55606849,1.940246208524533,1,7,221
944,7457,55636681,1.9402475489191662,1,7,221
945,7459,55905529,1.9402642615234758,1,7,221
946,7477,55965361,1.940268712646537,1,7,221
947,7481,56055169,1.9402741955924563,1,7,221
948,7487,56085121,1.9402755490226284,1,7,221
949,7489,56235001,1.9402837023206188,1,7,221
950,7499,56355049,1.940292021399751,1,7,221
951,7507,56505289,1.9403031801200623,1,7,221
952,7517,56595529,1.9403090647020733,1,7,221
953,7523,56685841,1.940313436300847,1,7,221
954,7529,56806369,1.9403195958593937,1,7,221
955,7537,56866681,1.940324351623833,1,7,221
956,7541,56957209,1.9403298174306578,1,7,221
957,7547,56987401,1.940332354169518,1,7,221
958,7549,57138481,1.940341290142825,1,7,221
959,7559,57168721,1.9403432856289244,1,7,221
960,7561,57350329,1.9403530699946476,1,7,221
961,7573,57410929,1.940357191230213,1,7,221
962,7577,57501889,1.940363732056937,1,7,221
963,7583,57592921,1.940369111342158,1,7,221
964,7589,57623281,1.9403716171658398,1,7,221
965,7591,57805609,1.9403836562016612,1,7,221
966,7603,57866449,1.9403878219724149,1,7,221
967,7607,58079641,1.9404010079952285,1,7,221
968,7621,58354321,1.940418464305642,1,7,221
969,7639,58415449,1.940421992483906,1,7,221
970,7643,58507201,1.9404279986053,1,7,221
971,7649,58813561,1.9404450436259937,1,7,221
972,7669,58874929,1.9404484537119093,1,7,221
973,7673,58997761,1.9404569088724724,1,7,221
974,7681,59089969,1.9404626517990329,1,7,221
975,7687,59151481,1.9404670009947342,1,7,221
976,7691,59274601,1.9404752288501315,1,7,221
977,7699,59336209,1.9404785186137947,1,7,221
978,7703,59552089,1.9404917087038158,1,7,221
979,7717,59644729,1.9404973898112168,1,7,221
980,7723,59706529,1.9405012631114642,1,7,221
981,7727,59923081,1.9405139054935094,1,7,221
982,7741,60109009,1.9405256862665243,1,7,221
983,7753,60171049,1.9405290896711656,1,7,221
984,7757,60202081,1.940531672659815,1,7,221
985,7759,60668521,1.9405578214204005,1,5,221
986,7789,60730849,1.9405618541667655,1,5,221
987,7793,61105489,1.9405831436940655,1,5,221
988,7817,61199329,1.9405894947081772,1,5,221
989,7823,61293241,1.9405947703205118,1,5,221
990,7829,61481281,1.9406062300589708,1,5,221
991,7841,61669609,1.940618189108645,1,5,221
992,7853,61889689,1.940630868909858,1,5,221
993,7867,61984129,1.9406367062225995,1,5,221
994,7873,62047129,1.9406402823350664,1,5,221
995,7877,62078641,1.9406418697316823,1,5,221
996,7879,62141689,1.9406441131756833,1,5,221
997,7883,62425801,1.9406612490348543,1,5,221
998,7901,62520649,1.9406666418428677,1,5,221
999,7907,62710561,1.940678571519693,1,5,221
1000,7919,62837329,1.940684938099214,1,5,221
